STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
         44;20210414;-999;-999;-999;    3;   2.5;   4;    6.483;   0;  -999;   6.1;    -999;    2.8;   82.79;    8.4;   -1.2;   -3.5;eor
         44;20210415;-999;-999;-999;    3;   0.0;   0;    8.150;   0;  -999;   5.7;    -999;    4.3;   71.67;   10.8;   -1.6;   -4.2;eor
         44;20210416;-999;-999;-999;    3;   0.0;   0;   10.950;   0;  -999;   6.4;    -999;    7.3;   65.63;   13.3;    1.9;   -0.2;eor
         44;20210417;-999;-999;-999;    3;   0.0;   0;    7.450;   0;  -999;   6.8;    -999;    6.9;   71.08;   13.3;    1.0;   -1.0;eor
         44;20210418;-999;-999;-999;    3;   0.5;   4;    8.983;   0;  -999;   8.2;    -999;    9.6;   70.67;   16.9;    1.9;   -0.9;eor
         44;20210419;-999;-999;-999;    3;   0.0;   0;    4.467;   0;  -999;   9.5;    -999;    9.8;   79.67;   15.2;    5.4;    2.2;eor
         44;20210420;-999;-999;-999;    3;   0.0;   0;   13.083;   0;  -999;   7.2;    -999;   10.4;   62.21;   18.5;    2.8;   -1.0;eor
         44;20210421;-999;-999;-999;    3;   0.0;   0;    8.417;   0;  -999;   6.7;    -999;    6.9;   68.13;   13.5;    1.1;   -2.4;eor
         44;20210422;-999;-999;-999;    3;   0.0;   0;    6.183;   0;  -999;   6.0;    -999;    6.8;   61.79;   11.7;    3.4;    0.9;eor
         44;20210423;-999;-999;-999;    3;   0.0;   0;   11.333;   0;  -999;   6.4;    -999;    7.4;   64.67;   13.7;    2.0;   -0.8;eor
         44;20210424;-999;-999;-999;    3;   0.0;   0;   10.750;   0;  -999;   6.2;    -999;    6.8;   65.71;   12.9;    0.8;   -1.8;eor
         44;20210425;-999;-999;-999;    3;   0.0;   0;    6.817;   0;  -999;   5.4;    -999;    7.1;   54.88;   13.0;    0.7;   -3.8;eor
         44;20210426;-999;-999;-999;    3;   0.0;   0;   11.650;   0;  -999;   5.4;    -999;    6.2;   60.42;   13.0;   -0.9;   -4.8;eor
         44;20210427;-999;-999;-999;    3;   0.0;   0;   13.400;   0;  -999;   4.2;    -999;    7.7;   43.25;   13.8;    0.9;   -1.8;eor
         44;20210428;-999;-999;-999;    3;   0.8;   4;   10.600;   0;  -999;   5.6;    -999;   10.4;   45.67;   17.7;    1.2;   -3.8;eor
         44;20210429;-999;-999;-999;    3;   8.5;   4;    1.067;   0;  -999;   9.6;    -999;    9.2;   82.46;   13.0;    6.8;    5.0;eor
         44;20210430;-999;-999;-999;    3;   2.5;   4;    2.250;   0;  -999;   9.3;    -999;    9.0;   82.17;   13.7;    4.7;    2.7;eor
         44;20210501;-999;-999;-999;    3;   0.3;   4;    3.783;-999;  -999;   8.7;    -999;    8.9;   77.25;   13.7;    4.2;    1.5;eor
         44;20210502;-999;-999;-999;    3;   2.5;   4;    0.617;-999;  -999;   8.0;    -999;    6.4;   82.88;    9.1;    3.8;    1.4;eor
         44;20210503;-999;-999;-999;    3;   6.5;   4;    1.350;-999;  -999;   8.0;    -999;    6.5;   82.63;   10.7;    2.4;    0.7;eor
         44;20210504;-999;-999;-999;    3;   6.7;   4;    1.483;-999;  -999;   8.6;    -999;    8.6;   76.88;   11.8;    6.6;    5.6;eor
         44;20210505;-999;-999;-999;    3;   3.2;   4;    3.667;-999;  -999;   7.3;    -999;    6.8;   74.04;    9.8;    4.0;    2.3;eor
         44;20210506;-999;-999;-999;    3;   1.0;   4;    4.900;-999;  -999;   7.0;    -999;    6.0;   75.50;    9.6;    3.5;    1.3;eor
         44;20210507;-999;-999;-999;    3;   0.3;   4;    4.833;-999;  -999;   7.1;    -999;    6.8;   73.83;   12.8;    2.7;   -0.8;eor
         44;20210508;-999;-999;-999;    3;   5.3;   4;    7.767;-999;  -999;   8.0;    -999;    8.6;   73.00;   15.1;    0.8;   -2.4;eor
         44;20210509;-999;-999;-999;    3;   0.0;   0;    9.417;-999;  -999;  12.7;    -999;   19.5;   57.63;   28.0;   10.5;    6.2;eor
         44;20210510;-999;-999;-999;    3;   7.2;   4;    3.567;-999;  -999;  12.5;    -999;   19.0;   57.67;   23.9;   13.9;   10.9;eor
         44;20210511;-999;-999;-999;    3;   4.9;   4;    0.000;-999;  -999;  13.6;    -999;   12.8;   91.63;   14.6;   11.1;   10.9;eor
         44;20210512;-999;-999;-999;    3;   0.0;   0;    3.000;-999;  -999;  11.9;    -999;   13.3;   78.88;   18.6;    8.1;    5.2;eor
         44;20210513;-999;-999;-999;    3;   0.0;   0;   10.883;-999;  -999;  10.3;    -999;   11.5;   77.50;   18.0;    7.0;    4.2;eor
         44;20210514;-999;-999;-999;    3;   0.0;   0;    2.617;-999;  -999;   9.9;    -999;   10.3;   80.46;   15.9;    5.5;    2.2;eor
         44;20210515;-999;-999;-999;    3;   0.5;   4;    2.050;-999;  -999;  10.2;    -999;   10.2;   82.83;   16.8;    4.4;    1.5;eor
         44;20210516;-999;-999;-999;    3;   3.5;   4;    3.650;-999;  -999;  10.7;    -999;   11.4;   80.58;   15.8;    7.9;    5.4;eor
         44;20210517;-999;-999;-999;    3;   4.0;   4;    3.517;-999;  -999;  11.1;    -999;   10.8;   85.25;   15.6;    6.3;    4.0;eor
         44;20210518;-999;-999;-999;    3;   0.2;   4;    5.483;-999;  -999;  10.3;    -999;   11.2;   78.83;   15.6;    7.0;    4.8;eor
         44;20210519;-999;-999;-999;    3;  12.9;   4;    2.717;-999;  -999;  10.6;    -999;    9.7;   88.63;   14.5;    5.9;    3.0;eor
         44;20210520;-999;-999;-999;    3;   0.0;   0;    9.083;-999;  -999;   9.5;    -999;   11.5;   72.50;   16.7;    3.7;    1.6;eor
         44;20210521;-999;-999;-999;    3;   3.7;   4;    5.267;-999;  -999;   9.9;    -999;   11.7;   72.33;   15.7;    8.6;    6.1;eor
         44;20210522;-999;-999;-999;    3;   1.5;   4;    0.100;-999;  -999;   9.9;    -999;   10.5;   77.88;   12.8;    8.5;    7.1;eor
         44;20210523;-999;-999;-999;    3;   0.9;   4;    6.483;-999;  -999;   9.4;    -999;   10.3;   75.29;   13.8;    6.2;    4.7;eor
         44;20210524;-999;-999;-999;    3;   4.8;   4;    4.100;-999;  -999;  10.2;    -999;   13.0;   69.75;   19.8;    8.6;    5.5;eor
         44;20210525;-999;-999;-999;    3;   2.9;   4;    2.550;-999;  -999;  10.4;    -999;    9.8;   86.00;   13.1;    8.4;    5.7;eor
         44;20210526;-999;-999;-999;    3;   4.0;   4;    2.650;-999;  -999;  10.5;    -999;   10.4;   83.79;   14.4;    8.7;    8.1;eor
         44;20210527;-999;-999;-999;    3;   0.0;   4;    1.617;-999;  -999;  10.6;    -999;   11.3;   79.71;   14.3;    8.1;    6.6;eor
         44;20210528;-999;-999;-999;    3;   0.3;   4;    7.600;-999;  -999;  10.8;    -999;   12.0;   77.88;   17.5;    7.6;    6.1;eor
         44;20210529;-999;-999;-999;    3;   0.0;   0;    6.100;-999;  -999;  10.2;    -999;   11.5;   76.08;   17.7;    5.9;    2.8;eor
         44;20210530;-999;-999;-999;    3;   0.0;   0;   15.133;-999;  -999;  10.8;    -999;   12.0;   78.83;   21.6;    3.9;    1.1;eor
         44;20210531;-999;-999;-999;    3;   0.0;   0;   13.483;-999;  -999;  10.5;    -999;   16.2;   62.67;   23.4;    9.0;    6.8;eor
         44;20210601;-999;-999;-999;    3;   0.0;   0;   14.767;-999;  -999;  11.6;    -999;   18.3;   59.42;   25.2;    9.3;    5.2;eor
         44;20210602;-999;-999;-999;    3;   0.0;   0;   11.417;-999;  -999;  12.6;    -999;   18.6;   59.17;   25.3;   11.2;    7.3;eor
         44;20210603;-999;-999;-999;    3;  11.1;   4;    3.150;-999;  -999;  15.6;    -999;   19.7;   69.79;   28.6;   15.1;   11.5;eor
         44;20210604;-999;-999;-999;    3;   1.9;   4;    7.667;-999;  -999;  18.5;    -999;   20.0;   80.67;   26.8;   13.5;   11.3;eor
         44;20210605;-999;-999;-999;    3;  15.6;   4;    1.000;-999;  -999;  19.6;    -999;   18.7;   90.88;   23.1;   16.2;   14.2;eor
         44;20210606;-999;-999;-999;    3;   0.0;   0;    0.000;-999;  -999;  15.9;    -999;   15.2;   91.96;   16.8;   12.9;   11.7;eor
         44;20210607;-999;-999;-999;    3;   0.0;   0;    0.633;-999;  -999;  14.2;    -999;   15.7;   80.25;   18.6;   12.6;   12.6;eor
         44;20210608;-999;-999;-999;    3;   0.0;   0;    8.617;-999;  -999;  15.0;    -999;   17.6;   75.21;   24.1;   12.5;   11.3;eor
         44;20210609;-999;-999;-999;    3;   0.0;   0;   10.633;-999;  -999;  14.9;    -999;   20.1;   65.96;   26.8;   13.1;   10.7;eor
         44;20210610;-999;-999;-999;    3;   0.0;   0;   14.550;-999;  -999;  13.6;    -999;   20.2;   61.46;   26.1;   12.9;   10.6;eor
         44;20210611;-999;-999;-999;    3;   0.0;   0;    9.583;-999;  -999;  16.4;    -999;   20.0;   72.17;   26.5;   12.8;   10.2;eor
         44;20210612;-999;-999;-999;    3;   0.0;   0;    4.983;-999;  -999;  13.9;    -999;   16.9;   72.13;   20.5;   10.4;    8.0;eor
         44;20210613;-999;-999;-999;    3;   0.0;   0;   14.700;-999;  -999;  11.2;    -999;   15.8;   65.13;   22.7;    8.1;    6.7;eor
         44;20210614;-999;-999;-999;    3;   0.0;   0;   14.517;-999;  -999;  13.2;    -999;   19.9;   61.00;   28.1;   10.5;    6.7;eor
         44;20210615;-999;-999;-999;    3;   0.0;   0;   10.783;-999;  -999;  12.9;    -999;   16.8;   69.25;   22.3;   11.2;    6.7;eor
         44;20210616;-999;-999;-999;    3;   0.0;   0;   14.767;-999;  -999;  14.9;    -999;   21.0;   61.46;   28.8;    9.8;    5.5;eor
         44;20210617;-999;-999;-999;    3;   0.0;   0;   15.017;-999;  -999;  18.7;    -999;   27.0;   56.25;   34.3;   19.8;   17.5;eor
         44;20210618;-999;-999;-999;    3;   0.0;   0;   12.800;-999;  -999;  21.4;    -999;   24.3;   72.08;   30.8;   17.2;   14.7;eor
         44;20210619;-999;-999;-999;    3;   6.3;   4;   13.000;-999;  -999;  19.1;    -999;   23.0;   70.17;   29.8;   16.5;   16.0;eor
         44;20210620;-999;-999;-999;    3;  14.6;   4;    6.517;-999;  -999;  18.4;    -999;   19.9;   80.00;   24.6;   14.6;   14.3;eor
         44;20210621;-999;-999;-999;    3;  15.0;   4;    0.000;-999;  -999;  14.8;    -999;   13.7;   94.17;   15.0;   12.0;   11.8;eor
         44;20210622;-999;-999;-999;    3;   0.0;   0;    6.067;-999;  -999;  12.4;    -999;   14.4;   76.29;   18.7;   11.0;    9.8;eor
         44;20210623;-999;-999;-999;    3;   0.0;   0;    0.950;-999;  -999;  13.0;    -999;   14.5;   79.17;   18.6;   11.0;   10.4;eor
         44;20210624;-999;-999;-999;    3;   0.0;   0;    6.483;-999;  -999;  13.3;    -999;   14.9;   79.00;   18.5;   11.6;   10.4;eor
         44;20210625;-999;-999;-999;    3;   0.0;   0;    7.850;-999;  -999;  13.5;    -999;   17.2;   70.96;   22.8;   10.4;    8.0;eor
         44;20210626;-999;-999;-999;    3;   0.0;   0;    3.683;-999;  -999;  16.8;    -999;   19.3;   75.83;   24.1;   14.7;   11.4;eor
         44;20210627;-999;-999;-999;    3;   0.0;   0;   14.117;-999;  -999;  16.9;    -999;   20.5;   72.79;   26.9;   13.5;   10.2;eor
         44;20210628;-999;-999;-999;    3;   2.6;   4;    6.050;-999;  -999;  18.5;    -999;   21.7;   73.63;   28.5;   15.5;   13.4;eor
         44;20210629;-999;-999;-999;    3;  12.1;   4;    0.117;-999;  -999;  20.6;    -999;   19.1;   92.83;   23.5;   17.2;   15.6;eor
         44;20210630;-999;-999;-999;    3;   3.5;   4;    0.000;-999;  -999;  17.0;    -999;   15.9;   93.71;   17.5;   13.1;   13.1;eor
         44;20210701;-999;-999;-999;    3;  10.8;   4;    1.183;-999;  -999;  17.7;    -999;   16.7;   92.58;   22.2;   13.0;   13.1;eor
         44;20210702;-999;-999;-999;    3;   0.0;   0;    2.550;-999;  -999;  16.2;    -999;   16.8;   85.04;   21.0;   13.5;   10.8;eor
         44;20210703;-999;-999;-999;    3;   1.0;   4;   12.900;-999;  -999;  15.4;    -999;   18.5;   74.33;   25.1;   11.3;    9.0;eor
         44;20210704;-999;-999;-999;    3;  16.5;   4;    2.383;-999;  -999;  18.2;    -999;   18.5;   86.42;   24.4;   14.8;   13.4;eor
         44;20210705;-999;-999;-999;    3;   1.8;   4;    5.017;-999;  -999;  16.6;    -999;   17.7;   82.75;   21.8;   15.4;   15.2;eor
         44;20210706;-999;-999;-999;    3;   0.0;   4;    5.500;-999;  -999;  16.2;    -999;   19.7;   71.42;   24.3;   13.0;    9.4;eor
         44;20210707;-999;-999;-999;    3;   0.6;   4;    8.317;-999;  -999;  15.0;    -999;   18.4;   73.17;   24.6;   11.5;    8.5;eor
         44;20210708;-999;-999;-999;    3;   0.3;   4;    6.833;-999;  -999;  17.1;    -999;   19.5;   77.33;   26.5;   15.0;   12.9;eor
         44;20210709;-999;-999;-999;    3;   0.0;   0;    6.100;-999;  -999;  16.3;    -999;   18.2;   78.92;   23.0;   12.9;   10.7;eor
         44;20210710;-999;-999;-999;    3;   0.0;   0;    6.983;-999;  -999;  15.3;    -999;   17.3;   78.71;   22.9;   11.2;    8.5;eor
         44;20210711;-999;-999;-999;    3;   6.6;   4;    7.450;-999;  -999;  17.7;    -999;   18.9;   82.67;   27.0;   12.9;   10.5;eor
         44;20210712;-999;-999;-999;    3;   0.0;   0;    3.517;-999;  -999;  20.2;    -999;   20.3;   85.67;   25.5;   14.2;   12.1;eor
         44;20210713;-999;-999;-999;    3;   1.0;   4;    1.100;-999;  -999;  21.9;    -999;   21.1;   88.13;   26.4;   17.8;   16.2;eor
         44;20210714;-999;-999;-999;    3;   4.3;   4;    0.483;-999;  -999;  22.3;    -999;   20.3;   93.79;   23.8;   18.4;   18.0;eor
         44;20210715;-999;-999;-999;    3;   0.0;   0;    0.400;-999;  -999;  -999;    -999;   18.8;-999;   23.0;   16.0;   15.0;eor
         44;20210716;-999;-999;-999;    3;   0.0;   0;    5.033;-999;  -999;  17.6;    -999;   18.7;   81.79;   23.2;   15.9;   15.7;eor
         44;20210717;-999;-999;-999;    3;   0.0;   0;   14.700;-999;  -999;  -999;    -999;   19.8;-999;   25.3;   15.0;   12.8;eor
         44;20210718;-999;-999;-999;    1;   0.0;   0;   10.683;-999;  -999;  17.2;    -999;   19.3;   78.38;   26.0;   14.7;   13.7;eor
         44;20210719;-999;-999;-999;    1;   0.0;   0;    3.850;-999;  -999;  13.7;    -999;   15.9;   76.58;   19.7;   10.7;    7.7;eor
         44;20210720;-999;-999;-999;    1;   0.0;   0;    2.683;-999;  -999;  14.4;    -999;   16.8;   76.04;   22.5;   12.2;   11.3;eor
         44;20210721;-999;-999;-999;    1;   0.0;   0;    2.900;-999;  -999;  15.7;    -999;   17.7;   79.67;   22.8;   12.0;    9.5;eor
         44;20210722;-999;-999;-999;    1;   0.2;   4;    5.833;-999;  -999;  14.4;    -999;   17.0;   76.13;   22.6;    8.9;    5.7;eor
         44;20210723;-999;-999;-999;    1;   0.0;   4;    0.050;-999;  -999;  14.5;    -999;   14.9;   86.21;   19.9;    8.3;    5.6;eor
         44;20210724;-999;-999;-999;    1;  17.7;   4;    9.583;-999;  -999;  17.0;    -999;   19.5;   77.71;   27.3;    9.8;    6.9;eor
         44;20210725;-999;-999;-999;    1;   0.0;   0;    7.417;-999;  -999;  19.8;    -999;   21.4;   79.38;   27.6;   16.2;   14.4;eor
         44;20210726;-999;-999;-999;    1;   0.0;   0;    9.267;-999;  -999;  17.9;    -999;   21.0;   74.92;   27.1;   14.1;   12.5;eor
         44;20210727;-999;-999;-999;    1;   4.0;   4;    3.717;-999;  -999;  17.6;    -999;   18.8;   82.13;   24.9;   15.5;   14.4;eor
         44;20210728;-999;-999;-999;    1;   1.3;   4;    4.683;-999;  -999;  16.3;    -999;   18.2;   79.63;   23.8;   13.4;   11.3;eor
         44;20210729;-999;-999;-999;    1;   0.2;   4;    8.583;-999;  -999;  13.2;    -999;   16.8;   69.67;   21.1;   11.4;    8.2;eor
         44;20210730;-999;-999;-999;    1;   2.3;   4;    9.267;-999;  -999;  14.1;    -999;   17.7;   70.75;   24.2;   11.0;    8.0;eor
         44;20210731;-999;-999;-999;    1;   2.7;   4;    3.633;-999;  -999;  15.6;    -999;   16.3;   84.46;   19.6;   13.6;   12.2;eor
         44;20210801;-999;-999;-999;    1;  16.6;   4;    1.350;-999;  -999;  16.3;    -999;   15.5;   92.29;   20.3;   11.5;   10.6;eor
         44;20210802;-999;-999;-999;    1;   0.4;   4;    3.450;-999;  -999;  13.5;    -999;   14.6;   82.71;   19.3;   10.8;    8.9;eor
         44;20210803;-999;-999;-999;    1;   0.0;   0;    7.350;-999;  -999;  13.4;    -999;   15.9;   76.25;   22.4;    9.1;    7.4;eor
         44;20210804;-999;-999;-999;    1;   0.0;   4;    5.867;-999;  -999;  14.4;    -999;   16.9;   76.50;   22.9;   12.5;   10.8;eor
         44;20210805;-999;-999;-999;    1;   1.1;   4;    3.883;-999;  -999;  15.9;    -999;   17.2;   82.67;   24.8;   11.2;    9.5;eor
         44;20210806;-999;-999;-999;    1;   5.1;   4;    4.550;-999;  -999;  17.2;    -999;   16.6;   90.42;   21.8;   12.2;    9.9;eor
         44;20210807;-999;-999;-999;    1;   1.4;   4;    6.133;-999;  -999;  16.1;    -999;   18.0;   79.50;   23.4;   13.5;   11.6;eor
         44;20210808;-999;-999;-999;    1;   0.2;   4;    4.917;-999;  -999;  14.7;    -999;   16.5;   79.33;   21.4;   13.0;   11.2;eor
         44;20210809;-999;-999;-999;    1;  10.6;   4;    6.817;-999;  -999;  14.9;    -999;   16.2;   82.00;   22.0;   12.6;   11.2;eor
         44;20210810;-999;-999;-999;    1;   3.3;   4;    3.500;-999;  -999;  15.5;    -999;   15.4;   88.75;   21.9;   10.1;    8.9;eor
         44;20210811;-999;-999;-999;    1;   0.0;   0;   11.717;-999;  -999;  15.1;    -999;   16.7;   81.25;   25.0;    9.5;    8.0;eor
         44;20210812;-999;-999;-999;    1;   0.0;   0;    8.833;-999;  -999;  16.8;    -999;   18.9;   79.17;   26.2;   11.7;   10.1;eor
         44;20210813;-999;-999;-999;    1;   0.0;   0;    7.233;-999;  -999;  16.6;    -999;   18.4;   79.96;   25.5;   12.2;   10.2;eor
         44;20210814;-999;-999;-999;    1;   0.0;   0;    5.833;-999;  -999;  15.4;    -999;   17.7;   77.33;   23.8;   11.9;   10.4;eor
         44;20210815;-999;-999;-999;    1;   0.2;   4;    7.933;-999;  -999;  15.8;    -999;   19.6;   70.83;   25.6;   12.9;   12.0;eor
         44;20210816;-999;-999;-999;    1;   6.1;   4;    1.533;-999;  -999;  14.6;    -999;   15.0;   85.33;   17.0;   12.0;   11.5;eor
         44;20210817;-999;-999;-999;    1;   1.4;   4;    2.500;-999;  -999;  14.1;    -999;   14.7;   83.83;   17.8;   12.1;   11.0;eor
         44;20210818;-999;-999;-999;    1;   1.0;   4;    0.750;-999;  -999;  15.2;    -999;   16.3;   82.88;   20.4;   13.2;   12.4;eor
         44;20210819;-999;-999;-999;    1;   5.8;   4;    0.033;-999;  -999;  16.7;    -999;   16.0;   91.42;   19.0;   14.9;   14.3;eor
         44;20210820;-999;-999;-999;    1;   0.1;   4;    4.800;-999;  -999;  16.7;    -999;   16.5;   89.17;   21.9;   12.8;   11.2;eor
         44;20210821;-999;-999;-999;    1;   9.1;   4;    2.717;-999;  -999;  17.4;    -999;   17.7;   86.63;   24.3;   11.7;   10.2;eor
         44;20210822;-999;-999;-999;    1;   6.9;   4;    1.317;-999;  -999;  18.5;    -999;   17.7;   91.46;   22.7;   15.3;   15.2;eor
         44;20210823;-999;-999;-999;    1;   0.0;   0;    8.317;-999;  -999;  15.3;    -999;   17.4;   79.08;   22.9;   13.5;   11.3;eor
         44;20210824;-999;-999;-999;    1;   0.0;   0;   12.650;-999;  -999;  13.0;    -999;   15.8;   76.00;   21.9;    9.5;    7.6;eor
         44;20210825;-999;-999;-999;    1;   2.2;   4;    3.083;-999;  -999;  14.6;    -999;   14.7;   87.83;   20.3;    8.1;    6.4;eor
         44;20210826;-999;-999;-999;    1;   0.1;   4;    7.500;-999;  -999;  13.8;    -999;   15.3;   80.71;   20.4;   11.5;    9.5;eor
         44;20210827;-999;-999;-999;    1;   5.5;   4;    3.883;-999;  -999;  15.2;    -999;   15.1;   88.79;   19.3;   12.1;   10.9;eor
         44;20210828;-999;-999;-999;    1;   7.4;   4;    0.000;-999;  -999;  16.2;    -999;   15.3;   93.33;   17.5;   13.6;   13.4;eor
         44;20210829;-999;-999;-999;    1;   1.4;   4;    0.567;-999;  -999;  17.0;    -999;   16.0;   93.46;   19.8;   13.8;   13.8;eor
         44;20210830;-999;-999;-999;    1;   0.0;   4;    3.300;-999;  -999;  16.4;    -999;   17.1;   84.63;   21.8;   13.0;   11.4;eor
         44;20210831;-999;-999;-999;    1;   0.0;   0;    9.667;-999;  -999;  15.1;    -999;   16.5;   82.04;   22.9;   11.4;    9.0;eor
         44;20210901;-999;-999;-999;    1;   0.0;   0;    6.800;-999;  -999;  14.3;    -999;   15.7;   81.71;   22.0;    9.7;    7.8;eor
         44;20210902;-999;-999;-999;    1;   0.0;   0;    6.217;-999;  -999;  13.4;    -999;   14.0;   84.88;   21.7;    7.7;    5.7;eor
         44;20210903;-999;-999;-999;    1;   0.0;   0;    8.650;-999;  -999;  13.6;    -999;   13.9;   86.00;   21.5;    6.6;    4.8;eor
         44;20210904;-999;-999;-999;    1;   0.0;   0;    6.467;-999;  -999;  13.1;    -999;   15.2;   77.71;   20.8;    7.8;    5.7;eor
         44;20210905;-999;-999;-999;    1;   0.0;   0;    6.167;-999;  -999;  13.1;    -999;   13.2;   88.08;   21.8;    7.2;    4.9;eor
         44;20210906;-999;-999;-999;    1;   0.0;   0;    7.417;-999;  -999;  12.8;    -999;   14.2;   81.38;   23.0;    5.9;    4.3;eor
         44;20210907;-999;-999;-999;    1;   0.0;   0;    7.283;-999;  -999;  14.5;    -999;   16.3;   81.00;   25.1;    9.3;    7.4;eor
         44;20210908;-999;-999;-999;    1;   0.0;   0;   12.017;-999;  -999;  14.1;    -999;   16.9;   77.17;   26.0;    9.2;    7.3;eor
         44;20210909;-999;-999;-999;    1;   2.8;   4;   11.617;-999;  -999;  16.5;    -999;   19.0;   77.96;   27.9;   10.0;    7.6;eor
         44;20210910;-999;-999;-999;    1;  12.9;   4;    1.567;-999;  -999;  20.5;    -999;   19.4;   90.71;   25.6;   17.0;   16.3;eor
         44;20210911;-999;-999;-999;    1;   0.5;   4;    1.683;-999;  -999;  18.9;    -999;   18.2;   90.71;   20.9;   15.9;   14.6;eor
         44;20210912;-999;-999;-999;    1;   0.0;   0;    5.983;-999;  -999;  16.8;    -999;   17.4;   85.33;   21.6;   12.6;   10.4;eor
         44;20210913;-999;-999;-999;    1;   0.0;   0;    1.967;-999;  -999;  14.7;    -999;   14.7;   88.92;   20.2;    8.9;    7.2;eor
         44;20210914;-999;-999;-999;    1;   0.4;   4;   10.000;-999;  -999;  15.2;    -999;   15.8;   84.71;   23.1;    8.0;    6.2;eor
         44;20210915;-999;-999;-999;    1;   6.4;   4;    0.867;-999;  -999;  19.1;    -999;   17.7;   94.08;   21.0;   15.1;   14.5;eor
         44;20210916;-999;-999;-999;    1;   0.6;   4;    2.883;-999;  -999;  15.0;    -999;   15.5;   85.71;   19.0;   13.0;   12.1;eor
         44;20210917;-999;-999;-999;    1;   0.0;   0;    4.133;-999;  -999;  14.2;    -999;   14.3;   87.79;   19.0;    7.4;    5.6;eor
         44;20210918;-999;-999;-999;    1;   0.0;   0;    2.050;-999;  -999;  13.6;    -999;   13.5;   87.63;   18.4;    6.4;    4.4;eor
         44;20210919;-999;-999;-999;    1;   0.0;   0;    0.000;-999;  -999;  12.1;    -999;   12.4;   84.58;   15.3;    8.3;    5.6;eor
         44;20210920;-999;-999;-999;    1;   0.0;   0;    0.267;-999;  -999;  10.7;    -999;   11.5;   80.04;   16.0;    5.4;    3.2;eor
         44;20210921;-999;-999;-999;    1;   0.0;   0;    1.567;-999;  -999;  12.0;    -999;   12.6;   82.71;   17.2;    7.0;    7.1;eor
         44;20210922;-999;-999;-999;    1;   0.0;   0;    6.317;-999;  -999;  13.7;    -999;   13.9;   87.50;   20.0;   10.2;    7.5;eor
         44;20210923;-999;-999;-999;    1;   1.7;   4;    0.867;-999;  -999;  13.8;    -999;   13.9;   86.54;   17.4;   10.6;    8.2;eor
         44;20210924;-999;-999;-999;    1;   0.0;   4;    0.833;-999;  -999;  15.6;    -999;   15.7;   87.13;   19.4;   10.9;    9.1;eor
         44;20210925;-999;-999;-999;    1;   0.0;   0;    0.667;-999;  -999;  17.6;    -999;   17.7;   86.88;   20.8;   15.9;   15.4;eor
         44;20210926;-999;-999;-999;    1;   0.0;   0;    6.017;-999;  -999;  17.4;    -999;   17.7;   86.75;   23.6;   12.2;    9.9;eor
         44;20210927;-999;-999;-999;    1;   4.1;   4;    5.233;-999;  -999;  16.6;    -999;   16.8;   87.54;   22.0;   11.2;    8.7;eor
         44;20210928;-999;-999;-999;    1;   0.0;   4;    9.533;-999;  -999;  12.4;    -999;   12.5;   87.04;   18.8;    6.6;    4.9;eor
